DHSID_EA,cname,year,lat,lon,n_asset,asset_index,n_water,water_index,cluster_id,adm1dhs,urban,path
IA-2015-7-00030485,IA,2015,27.597007727,91.884135273,15.0,2.6597689669808764,15.0,5.0,30485,3,U,dhs_train/IA-2015-7-00030485.npz
IA-2015-7-00030488,IA,2015,27.611199619,93.034765001,22.0,2.031374954129677,22.0,5.0,30488,3,R,dhs_train/IA-2015-7-00030488.npz
IA-2015-7-00030489,IA,2015,27.102459287,93.702299892,17.0,2.351878489720792,17.0,4.352941176470588,30489,3,U,dhs_train/IA-2015-7-00030489.npz
IA-2015-7-00030490,IA,2015,27.08050675,93.606165239,21.0,2.187138695076449,21.0,4.523809523809524,30490,3,U,dhs_train/IA-2015-7-00030490.npz
IA-2015-7-00030491,IA,2015,28.757207354,94.712702003,19.0,2.319352332357917,19.0,5.0,30491,3,R,dhs_train/IA-2015-7-00030491.npz
IA-2015-7-00030493,IA,2015,28.807275122,95.904561901,20.0,2.416271498718846,20.0,5.0,30493,3,U,dhs_train/IA-2015-7-00030493.npz
IA-2015-7-00030494,IA,2015,27.953762401,94.753917755,21.0,2.4684435696142253,21.0,5.0,30494,3,R,dhs_train/IA-2015-7-00030494.npz
IA-2015-7-00030495,IA,2015,28.004752009,93.452053098,21.0,2.5041366720006364,21.0,5.0,30495,3,R,dhs_train/IA-2015-7-00030495.npz
IA-2015-7-00030496,IA,2015,27.900460507,93.346011895,21.0,0.9776305326841784,21.0,4.619047619047619,30496,3,R,dhs_train/IA-2015-7-00030496.npz
IA-2015-7-00030497,IA,2015,27.681119308,91.82497745,21.0,2.56999264381933,21.0,5.0,30497,3,R,dhs_train/IA-2015-7-00030497.npz
IA-2015-7-00030501,IA,2015,26.989657262,95.771942065,21.0,1.2067718816958557,21.0,5.0,30501,3,R,dhs_train/IA-2015-7-00030501.npz
IA-2015-7-00030505,IA,2015,28.24166584,97.029676021,21.0,0.59193746415531,21.0,4.761904761904762,30505,3,R,dhs_train/IA-2015-7-00030505.npz
IA-2015-7-00030506,IA,2015,28.576773894,95.73811277,22.0,2.536310495057216,22.0,5.0,30506,3,R,dhs_train/IA-2015-7-00030506.npz
IA-2015-7-00030508,IA,2015,28.784422027,95.899915047,22.0,2.3452559970192954,22.0,5.0,30508,3,R,dhs_train/IA-2015-7-00030508.npz
IA-2015-7-00030509,IA,2015,27.524007813,96.182347536,22.0,-0.0049562012153592,22.0,1.4090909090909092,30509,3,R,dhs_train/IA-2015-7-00030509.npz
IA-2015-7-00030510,IA,2015,28.02960782,95.859022305,20.0,-0.6449182784009116,20.0,3.8,30510,3,R,dhs_train/IA-2015-7-00030510.npz
IA-2015-7-00030511,IA,2015,27.07948959,93.600949384,18.0,2.6119320706431104,18.0,4.777777777777778,30511,3,U,dhs_train/IA-2015-7-00030511.npz
IA-2015-7-00030512,IA,2015,27.004736321,95.392346482,21.0,1.380803474818357,21.0,4.428571428571429,30512,3,R,dhs_train/IA-2015-7-00030512.npz
IA-2015-7-00030513,IA,2015,28.043281612,95.47488957,21.0,0.2678075708272737,21.0,3.1904761904761907,30513,3,R,dhs_train/IA-2015-7-00030513.npz
IA-2015-7-00030514,IA,2015,28.632457773,95.020813569,19.0,2.425896200145236,19.0,5.0,30514,3,U,dhs_train/IA-2015-7-00030514.npz
IA-2015-7-00030515,IA,2015,27.566928099,91.87329675,13.0,0.3787782293926827,13.0,4.6923076923076925,30515,3,R,dhs_train/IA-2015-7-00030515.npz
IA-2015-7-00030516,IA,2015,28.259757909,94.675861152,20.0,2.000139564373632,20.0,4.0,30516,3,R,dhs_train/IA-2015-7-00030516.npz
IA-2015-7-00030517,IA,2015,28.17299539,96.240869051,22.0,0.4929226720853431,22.0,5.0,30517,3,R,dhs_train/IA-2015-7-00030517.npz
IA-2015-7-00030518,IA,2015,28.142589346,96.541950478,21.0,1.0869047597530153,21.0,4.428571428571429,30518,3,R,dhs_train/IA-2015-7-00030518.npz
IA-2015-7-00030519,IA,2015,27.703141265,94.694665372,20.0,2.5241634630289016,20.0,4.8,30519,3,R,dhs_train/IA-2015-7-00030519.npz
IA-2015-7-00030520,IA,2015,27.346854164,92.256848079,16.0,0.7910627632960211,16.0,4.9375,30520,3,R,dhs_train/IA-2015-7-00030520.npz
IA-2015-7-00030521,IA,2015,27.666243553,95.899184295,22.0,-0.6701235135327602,22.0,3.0,30521,3,R,dhs_train/IA-2015-7-00030521.npz
IA-2015-7-00030522,IA,2015,27.536907688,93.833612147,21.0,2.526154916602113,21.0,5.0,30522,3,R,dhs_train/IA-2015-7-00030522.npz
IA-2015-7-00030523,IA,2015,27.210148068,92.537610916,18.0,1.0199280841377696,18.0,5.0,30523,3,R,dhs_train/IA-2015-7-00030523.npz
IA-2015-7-00030524,IA,2015,27.575841606,91.800212881,16.0,0.2793183308659288,16.0,3.25,30524,3,R,dhs_train/IA-2015-7-00030524.npz
IA-2015-7-00030527,IA,2015,28.254656602,94.723286099,21.0,1.781305510624471,21.0,3.857142857142857,30527,3,R,dhs_train/IA-2015-7-00030527.npz
IA-2015-7-00030528,IA,2015,27.085924255,93.795748348,18.0,1.7162808200378057,18.0,4.277777777777778,30528,3,R,dhs_train/IA-2015-7-00030528.npz
IA-2015-7-00030532,IA,2015,27.470968382,95.926518289,21.0,0.380969624949184,21.0,3.0,30532,3,R,dhs_train/IA-2015-7-00030532.npz
IA-2015-7-00030534,IA,2015,27.603026813,91.704927118,20.0,0.9912152317194374,20.0,5.0,30534,3,R,dhs_train/IA-2015-7-00030534.npz
IA-2015-7-00030535,IA,2015,27.115751117,93.699487704,19.0,2.269463023330251,19.0,4.578947368421052,30535,3,U,dhs_train/IA-2015-7-00030535.npz
IA-2015-7-00030536,IA,2015,27.192287914,93.26602798,19.0,-0.3741558653312563,19.0,2.263157894736842,30536,3,R,dhs_train/IA-2015-7-00030536.npz
IA-2015-7-00030537,IA,2015,28.024962749,94.555087429,18.0,2.1067456624131373,18.0,5.0,30537,3,R,dhs_train/IA-2015-7-00030537.npz
IA-2015-7-00030538,IA,2015,27.588580993,92.640896011,22.0,0.6410805061956496,22.0,5.0,30538,3,R,dhs_train/IA-2015-7-00030538.npz
IA-2015-7-00030540,IA,2015,28.189608515,96.528105645,21.0,0.7988592293882438,21.0,4.619047619047619,30540,3,R,dhs_train/IA-2015-7-00030540.npz
IA-2015-7-00030541,IA,2015,28.799725816,95.905788323,19.0,2.411221979799045,19.0,5.0,30541,3,U,dhs_train/IA-2015-7-00030541.npz
IA-2015-7-00030543,IA,2015,28.518845835,94.741288626,21.0,1.2370071024642464,21.0,4.571428571428571,30543,3,R,dhs_train/IA-2015-7-00030543.npz
IA-2015-7-00030544,IA,2015,27.719116934,93.642941299,19.0,1.4929171659708107,19.0,4.7368421052631575,30544,3,R,dhs_train/IA-2015-7-00030544.npz
IA-2015-7-00030547,IA,2015,27.607936911,93.651838754,22.0,2.3624803690762417,22.0,5.0,30547,3,R,dhs_train/IA-2015-7-00030547.npz
IA-2015-7-00030548,IA,2015,26.920371761,95.491228601,22.0,0.0215857746748284,22.0,3.0,30548,3,R,dhs_train/IA-2015-7-00030548.npz
IA-2015-7-00030549,IA,2015,28.168804898,94.811171861,21.0,1.9706256270511715,21.0,4.428571428571429,30549,3,U,dhs_train/IA-2015-7-00030549.npz
IA-2015-7-00030553,IA,2015,27.731808056,92.510523748,18.0,1.54075805831671,18.0,4.944444444444445,30553,3,R,dhs_train/IA-2015-7-00030553.npz
IA-2015-7-00030554,IA,2015,27.114621464,93.738272573,19.0,2.462083344591052,19.0,4.526315789473684,30554,3,R,dhs_train/IA-2015-7-00030554.npz
IA-2015-7-00030556,IA,2015,27.536882348,91.812295855,19.0,1.1592566987407584,19.0,4.7368421052631575,30556,3,R,dhs_train/IA-2015-7-00030556.npz
IA-2015-7-00030558,IA,2015,27.38339659,92.283918681,19.0,1.6903308501670251,19.0,4.947368421052632,30558,3,R,dhs_train/IA-2015-7-00030558.npz
IA-2015-7-00030562,IA,2015,28.131930046,95.821865729,20.0,2.0950729703942943,20.0,4.8,30562,3,R,dhs_train/IA-2015-7-00030562.npz
IA-2015-7-00030565,IA,2015,27.350289054,92.999825577,22.0,0.1180109590710566,22.0,3.3181818181818183,30565,3,R,dhs_train/IA-2015-7-00030565.npz
IA-2015-7-00030566,IA,2015,27.432877591,96.016539485,20.0,0.3208657470554154,20.0,4.05,30566,3,R,dhs_train/IA-2015-7-00030566.npz
IA-2015-7-00030567,IA,2015,27.268043946,92.439002838,17.0,2.5354074166248664,17.0,5.0,30567,3,U,dhs_train/IA-2015-7-00030567.npz
IA-2015-7-00030568,IA,2015,27.543774454,92.823768142,23.0,1.501727155586395,23.0,5.0,30568,3,R,dhs_train/IA-2015-7-00030568.npz
IA-2015-7-00030570,IA,2015,27.992605184,93.552564098,21.0,1.683581400911849,21.0,5.0,30570,3,R,dhs_train/IA-2015-7-00030570.npz
IA-2015-7-00030572,IA,2015,27.097997359,93.622550024,21.0,2.2791674934448665,21.0,4.666666666666667,30572,3,U,dhs_train/IA-2015-7-00030572.npz
IA-2015-7-00030573,IA,2015,27.090434998,93.630947564,15.0,2.449760560219497,15.0,5.0,30573,3,U,dhs_train/IA-2015-7-00030573.npz
IA-2015-7-00030575,IA,2015,28.793342319,95.896095928,19.0,1.9247524671353724,19.0,4.789473684210527,30575,3,U,dhs_train/IA-2015-7-00030575.npz
IA-2015-7-00030576,IA,2015,27.73462283,95.898196783,20.0,0.7587962142652486,20.0,3.45,30576,3,R,dhs_train/IA-2015-7-00030576.npz
IA-2015-7-00030579,IA,2015,26.979898385,93.515992406,17.0,1.758052499571554,17.0,3.941176470588236,30579,3,R,dhs_train/IA-2015-7-00030579.npz
IA-2015-7-00030580,IA,2015,28.080723899,95.322859815,21.0,1.369746356528067,21.0,4.333333333333333,30580,3,U,dhs_train/IA-2015-7-00030580.npz
IA-2015-7-00030581,IA,2015,27.514845186,93.017956852,18.0,-0.9037035587818516,18.0,3.0,30581,3,R,dhs_train/IA-2015-7-00030581.npz
IA-2015-7-00030584,IA,2015,28.514349792,95.219321878,22.0,2.134422947547036,22.0,4.454545454545454,30584,3,R,dhs_train/IA-2015-7-00030584.npz
IA-2015-7-00030587,IA,2015,27.350678604,92.301949142,18.0,2.2491976571387515,18.0,5.0,30587,3,U,dhs_train/IA-2015-7-00030587.npz
IA-2015-7-00030588,IA,2015,28.035794744,95.318560122,21.0,0.2647366948648249,21.0,3.0,30588,3,R,dhs_train/IA-2015-7-00030588.npz
IA-2015-7-00030591,IA,2015,28.054106389,95.742254246,20.0,1.9831408371398669,20.0,5.0,30591,3,R,dhs_train/IA-2015-7-00030591.npz
IA-2015-7-00030592,IA,2015,28.086763306,96.508976211,22.0,2.4426524881559475,22.0,4.818181818181818,30592,3,R,dhs_train/IA-2015-7-00030592.npz
IA-2015-7-00030593,IA,2015,26.914842929,95.592413879,19.0,0.4924087804617827,19.0,5.0,30593,3,R,dhs_train/IA-2015-7-00030593.npz
IA-2015-7-00030595,IA,2015,27.605694824,93.830861271,21.0,2.426474436897684,21.0,4.9523809523809526,30595,3,R,dhs_train/IA-2015-7-00030595.npz
IA-2015-7-00030597,IA,2015,27.095092796,93.628625702,20.0,2.281863349833943,20.0,4.8,30597,3,U,dhs_train/IA-2015-7-00030597.npz
IA-2015-7-00030598,IA,2015,27.096480282,93.63547869,20.0,2.359328749095868,20.0,5.0,30598,3,U,dhs_train/IA-2015-7-00030598.npz
IA-2015-7-00030602,IA,2015,28.293746553,97.050088761,18.0,0.4011016567530417,18.0,5.0,30602,3,R,dhs_train/IA-2015-7-00030602.npz
IA-2015-7-00030603,IA,2015,27.107685915,93.692863545,20.0,2.6956399123809183,20.0,5.0,30603,3,U,dhs_train/IA-2015-7-00030603.npz
IA-2015-7-00030604,IA,2015,27.929049647,95.35394899,21.0,2.3081089686495933,21.0,4.904761904761905,30604,3,R,dhs_train/IA-2015-7-00030604.npz
IA-2015-7-00030608,IA,2015,26.958370729,95.359421375,22.0,0.7522877743454504,22.0,5.0,30608,3,R,dhs_train/IA-2015-7-00030608.npz
IA-2015-7-00030609,IA,2015,27.160501475,93.753174974,21.0,1.4424116026551677,21.0,4.238095238095238,30609,3,R,dhs_train/IA-2015-7-00030609.npz
IA-2015-7-00030611,IA,2015,28.274465318,95.125423038,19.0,1.5142255352816665,19.0,4.368421052631579,30611,3,R,dhs_train/IA-2015-7-00030611.npz
IA-2015-7-00030616,IA,2015,27.406748835,96.025941257,20.0,0.7300903525477814,20.0,4.8,30616,3,R,dhs_train/IA-2015-7-00030616.npz
IA-2015-7-00030617,IA,2015,27.258540572,93.06160948,19.0,-0.1137793136513039,19.0,5.0,30617,3,R,dhs_train/IA-2015-7-00030617.npz
IA-2015-7-00030620,IA,2015,27.230940613,93.405312751,21.0,2.3133647218586777,21.0,5.0,30620,3,R,dhs_train/IA-2015-7-00030620.npz
IA-2015-7-00030623,IA,2015,28.285531328,97.037409217,20.0,0.7965796801911638,20.0,5.0,30623,3,R,dhs_train/IA-2015-7-00030623.npz
IA-2015-7-00030625,IA,2015,27.515970452,95.892854345,16.0,0.5776171910690989,16.0,3.0,30625,3,R,dhs_train/IA-2015-7-00030625.npz
IA-2015-7-00030626,IA,2015,27.566185629,96.070961396,21.0,0.8211558668068077,21.0,3.6666666666666665,30626,3,R,dhs_train/IA-2015-7-00030626.npz
IA-2015-7-00030627,IA,2015,27.993428948,96.702120698,20.0,1.3653849177718478,20.0,5.0,30627,3,R,dhs_train/IA-2015-7-00030627.npz
IA-2015-7-00030629,IA,2015,28.909198634,95.763215053,22.0,2.4488215512968514,22.0,5.0,30629,3,R,dhs_train/IA-2015-7-00030629.npz
IA-2015-7-00030630,IA,2015,28.075780112,95.314669792,20.0,2.566239417637536,20.0,5.0,30630,3,U,dhs_train/IA-2015-7-00030630.npz
IA-2015-7-00030632,IA,2015,27.893672237,93.346812886,21.0,2.1599177383322097,21.0,5.0,30632,3,U,dhs_train/IA-2015-7-00030632.npz
IA-2015-7-00030634,IA,2015,28.769886242,95.90792014,22.0,2.481195943359839,22.0,5.0,30634,3,R,dhs_train/IA-2015-7-00030634.npz
IA-2015-7-00030635,IA,2015,27.962220076,94.131108654,21.0,1.1077088242289246,21.0,4.619047619047619,30635,3,R,dhs_train/IA-2015-7-00030635.npz
IA-2015-7-00030639,IA,2015,27.614679933,92.442960794,20.0,2.2923638246371065,20.0,4.8,30639,3,R,dhs_train/IA-2015-7-00030639.npz
IA-2015-7-00030642,IA,2015,27.068182093,93.830093673,20.0,0.2286581226756205,20.0,3.05,30642,3,R,dhs_train/IA-2015-7-00030642.npz
IA-2015-7-00030643,IA,2015,28.074068336,96.572940148,18.0,1.0406483090286738,18.0,4.555555555555555,30643,3,R,dhs_train/IA-2015-7-00030643.npz
IA-2015-7-00030644,IA,2015,28.473404302,95.142559834,21.0,1.5525016040459514,21.0,4.238095238095238,30644,3,R,dhs_train/IA-2015-7-00030644.npz
IA-2015-7-00030646,IA,2015,27.108451741,93.699327185,16.0,2.404416410493416,16.0,4.5,30646,3,U,dhs_train/IA-2015-7-00030646.npz
IA-2015-7-00030647,IA,2015,27.556838787,93.85326939,22.0,2.6965817211665275,22.0,5.0,30647,3,R,dhs_train/IA-2015-7-00030647.npz
IA-2015-7-00030648,IA,2015,27.043231581,93.622921826,21.0,1.6960191426136009,21.0,3.523809523809524,30648,3,R,dhs_train/IA-2015-7-00030648.npz
IA-2015-7-00030649,IA,2015,27.899812567,95.545346597,21.0,0.7008889057969587,21.0,3.095238095238096,30649,3,R,dhs_train/IA-2015-7-00030649.npz
IA-2015-7-00030651,IA,2015,27.32698537,92.332701747,13.0,2.373235492589336,13.0,5.0,30651,3,R,dhs_train/IA-2015-7-00030651.npz
IA-2015-7-00030653,IA,2015,28.74109365,94.292369557,19.0,0.7304330321161369,19.0,1.5263157894736843,30653,3,R,dhs_train/IA-2015-7-00030653.npz
IA-2015-7-00030654,IA,2015,27.891344357,96.07039756,21.0,0.0897812743547879,21.0,2.9047619047619047,30654,3,R,dhs_train/IA-2015-7-00030654.npz
IA-2015-7-00030655,IA,2015,28.905938317,95.823203139,20.0,2.47065229393821,20.0,5.0,30655,3,R,dhs_train/IA-2015-7-00030655.npz
IA-2015-7-00030657,IA,2015,27.562855558,93.353406005,21.0,2.2017283373482988,21.0,5.0,30657,3,R,dhs_train/IA-2015-7-00030657.npz
IA-2015-7-00030658,IA,2015,26.886654001,95.404664034,22.0,1.282191753138533,22.0,4.454545454545454,30658,3,R,dhs_train/IA-2015-7-00030658.npz
IA-2015-7-00030660,IA,2015,28.030230681,96.41294964,18.0,1.2286356051239553,18.0,4.333333333333333,30660,3,R,dhs_train/IA-2015-7-00030660.npz
IA-2015-7-00030663,IA,2015,27.113628374,93.649656902,17.0,2.603236517057082,17.0,5.0,30663,3,U,dhs_train/IA-2015-7-00030663.npz
IA-2015-7-00030666,IA,2015,27.877562457,93.339229906,20.0,1.4181491579608527,20.0,4.8,30666,3,R,dhs_train/IA-2015-7-00030666.npz
IA-2015-7-00030667,IA,2015,28.054923996,95.340362408,20.0,2.7953943578022646,20.0,5.0,30667,3,U,dhs_train/IA-2015-7-00030667.npz
IA-2015-7-00030669,IA,2015,28.801205248,94.239107023,19.0,0.6171211750569233,19.0,1.0,30669,3,R,dhs_train/IA-2015-7-00030669.npz
IA-2015-7-00030671,IA,2015,28.253522835,95.00626984,21.0,0.966996326967312,21.0,5.0,30671,3,R,dhs_train/IA-2015-7-00030671.npz
IA-2015-7-00030672,IA,2015,27.183625097,92.699029081,19.0,1.0047543787503288,19.0,3.736842105263158,30672,3,R,dhs_train/IA-2015-7-00030672.npz
IA-2015-7-00030673,IA,2015,28.157266939,95.750553178,20.0,1.267907181350695,20.0,3.1,30673,3,R,dhs_train/IA-2015-7-00030673.npz
IA-2015-7-00030674,IA,2015,27.580409147,93.789483752,20.0,2.4074474099461662,20.0,5.0,30674,3,R,dhs_train/IA-2015-7-00030674.npz
IA-2015-7-00030677,IA,2015,27.349819057,96.065075288,18.0,2.0261692951123047,18.0,5.0,30677,3,U,dhs_train/IA-2015-7-00030677.npz
IA-2015-7-00030678,IA,2015,28.034711235,93.299187963,21.0,0.836630149408024,21.0,4.619047619047619,30678,3,R,dhs_train/IA-2015-7-00030678.npz
IA-2015-7-00030679,IA,2015,27.887547215,94.283446963,21.0,1.5048728711793191,21.0,4.0,30679,3,R,dhs_train/IA-2015-7-00030679.npz
IA-2015-7-00030680,IA,2015,28.79178196,95.911059816,19.0,2.233917520889716,19.0,5.0,30680,3,U,dhs_train/IA-2015-7-00030680.npz
IA-2015-7-00030681,IA,2015,28.27300494,94.128715395,21.0,0.9459366289578004,21.0,2.7142857142857144,30681,3,R,dhs_train/IA-2015-7-00030681.npz
IA-2015-7-00030684,IA,2015,28.060724623,94.171745381,20.0,1.9536608567183096,20.0,4.6,30684,3,R,dhs_train/IA-2015-7-00030684.npz
IA-2015-7-00030685,IA,2015,28.137103558,95.845201998,18.0,1.6654194358621597,18.0,5.0,30685,3,U,dhs_train/IA-2015-7-00030685.npz
IA-2015-7-00030688,IA,2015,27.506552909,96.259244429,22.0,-0.5450030880938674,22.0,2.409090909090909,30688,3,R,dhs_train/IA-2015-7-00030688.npz
IA-2015-7-00030689,IA,2015,27.112052782,93.699627769,16.0,0.688747538893965,16.0,4.375,30689,3,U,dhs_train/IA-2015-7-00030689.npz
IA-2015-7-00030692,IA,2015,27.615784519,91.840855592,22.0,0.3577057943987151,22.0,3.0,30692,3,R,dhs_train/IA-2015-7-00030692.npz
IA-2015-7-00030693,IA,2015,27.555864881,96.106967492,20.0,1.1501246594929206,20.0,3.3,30693,3,R,dhs_train/IA-2015-7-00030693.npz
IA-2015-7-00030694,IA,2015,28.156890748,94.784141986,22.0,1.884058288470749,22.0,4.545454545454546,30694,3,U,dhs_train/IA-2015-7-00030694.npz
IA-2015-7-00030695,IA,2015,26.987239813,95.499218255,18.0,1.9856856202470865,18.0,4.833333333333333,30695,3,U,dhs_train/IA-2015-7-00030695.npz
IA-2015-7-00030696,IA,2015,28.308500276,94.704778535,19.0,1.6788204844229229,19.0,5.0,30696,3,R,dhs_train/IA-2015-7-00030696.npz
IA-2015-7-00030699,IA,2015,27.907727709,94.722578862,20.0,2.324103940686125,20.0,4.8,30699,3,R,dhs_train/IA-2015-7-00030699.npz
IA-2015-7-00030700,IA,2015,27.556301984,96.32373806,22.0,-1.7001585119848237,22.0,1.0,30700,3,R,dhs_train/IA-2015-7-00030700.npz
IA-2015-7-00030701,IA,2015,27.889860526,96.055479509,20.0,0.0158233486196688,20.0,4.15,30701,3,R,dhs_train/IA-2015-7-00030701.npz
IA-2015-7-00030703,IA,2015,27.596258833,91.852523355,16.0,2.642275194039922,16.0,4.8125,30703,3,U,dhs_train/IA-2015-7-00030703.npz
IA-2015-7-00030704,IA,2015,26.697119301,95.343802431,22.0,-1.7138619987853572,22.0,1.0,30704,3,R,dhs_train/IA-2015-7-00030704.npz
IA-2015-7-00030705,IA,2015,27.264611544,92.414501698,17.0,2.7969179941120434,17.0,5.0,30705,3,U,dhs_train/IA-2015-7-00030705.npz
IA-2015-7-00030706,IA,2015,28.791315607,94.263555193,20.0,0.8332134019502416,20.0,1.55,30706,3,R,dhs_train/IA-2015-7-00030706.npz
IA-2015-7-00030707,IA,2015,28.536403229,94.287735445,21.0,2.0712748599566653,21.0,4.428571428571429,30707,3,R,dhs_train/IA-2015-7-00030707.npz
IA-2015-7-00030708,IA,2015,27.087970402,93.705161413,17.0,2.579351996655146,17.0,4.764705882352941,30708,3,U,dhs_train/IA-2015-7-00030708.npz
IA-2015-7-00030709,IA,2015,27.499725917,93.573945813,21.0,1.315859132028926,21.0,4.428571428571429,30709,3,R,dhs_train/IA-2015-7-00030709.npz
IA-2015-7-00030710,IA,2015,26.892682165,95.593465419,22.0,0.4037823081267643,22.0,4.818181818181818,30710,3,R,dhs_train/IA-2015-7-00030710.npz
IA-2015-7-00030711,IA,2015,27.193154287,95.645591764,21.0,0.3161532379587528,21.0,4.809523809523809,30711,3,R,dhs_train/IA-2015-7-00030711.npz
IA-2015-7-00030713,IA,2015,28.187187901,95.391182392,20.0,1.311470315725972,20.0,5.0,30713,3,R,dhs_train/IA-2015-7-00030713.npz
IA-2015-7-00030714,IA,2015,27.094047802,93.633410594,21.0,2.778292920415297,21.0,5.0,30714,3,U,dhs_train/IA-2015-7-00030714.npz
IA-2015-7-00030715,IA,2015,27.813307058,95.014060899,18.0,2.528019818479099,18.0,4.777777777777778,30715,3,R,dhs_train/IA-2015-7-00030715.npz
IA-2015-7-00030716,IA,2015,27.54491485,93.815590109,16.0,2.5887171230890487,16.0,4.6875,30716,3,U,dhs_train/IA-2015-7-00030716.npz
IA-2015-7-00030717,IA,2015,27.669069567,95.86299522,19.0,1.1355503861404264,19.0,3.736842105263158,30717,3,U,dhs_train/IA-2015-7-00030717.npz
IA-2015-7-00030718,IA,2015,27.506932177,91.699069704,22.0,0.3410871524056985,22.0,3.5454545454545454,30718,3,R,dhs_train/IA-2015-7-00030718.npz
IA-2015-7-00030721,IA,2015,27.5649676,91.834003729,18.0,1.5308599761891108,18.0,3.8333333333333335,30721,3,R,dhs_train/IA-2015-7-00030721.npz
IA-2015-7-00030725,IA,2015,27.771533848,96.088996358,22.0,-0.8007359175608545,22.0,3.3181818181818183,30725,3,R,dhs_train/IA-2015-7-00030725.npz
IA-2015-7-00030728,IA,2015,27.304510733,93.958408262,17.0,2.4295069839714447,17.0,4.529411764705882,30728,3,R,dhs_train/IA-2015-7-00030728.npz
IA-2015-7-00030729,IA,2015,27.822813976,93.551956725,22.0,1.88999745446942,22.0,4.7727272727272725,30729,3,R,dhs_train/IA-2015-7-00030729.npz
IA-2015-7-00030730,IA,2015,28.085461457,96.504958089,20.0,2.194766847488373,20.0,5.0,30730,3,R,dhs_train/IA-2015-7-00030730.npz
IA-2015-7-00030731,IA,2015,27.012900572,95.489358572,22.0,1.0021602410270862,22.0,4.2727272727272725,30731,3,R,dhs_train/IA-2015-7-00030731.npz
IA-2015-7-00030733,IA,2015,28.141755255,95.83005897,22.0,2.3194572058267364,22.0,5.0,30733,3,R,dhs_train/IA-2015-7-00030733.npz
IA-2015-7-00030734,IA,2015,28.034471957,95.787580651,20.0,-0.7850465945103913,20.0,4.15,30734,3,R,dhs_train/IA-2015-7-00030734.npz
IA-2015-7-00030736,IA,2015,27.015951772,95.212234066,21.0,-0.938933106297706,21.0,1.0,30736,3,R,dhs_train/IA-2015-7-00030736.npz
IA-2015-7-00030737,IA,2015,26.903930747,95.410481682,22.0,1.3569795850092958,22.0,5.0,30737,3,R,dhs_train/IA-2015-7-00030737.npz
IA-2015-7-00030738,IA,2015,27.580903823,91.87834369,14.0,2.5530602375584324,14.0,5.0,30738,3,U,dhs_train/IA-2015-7-00030738.npz
IA-2015-7-00030740,IA,2015,27.563368506,93.601829304,19.0,1.5933128254561737,19.0,4.578947368421052,30740,3,R,dhs_train/IA-2015-7-00030740.npz
IA-2015-7-00030741,IA,2015,27.098937889,93.696364511,18.0,2.204107217988464,18.0,4.222222222222222,30741,3,U,dhs_train/IA-2015-7-00030741.npz
IA-2015-7-00030742,IA,2015,27.108908752,93.701608648,22.0,2.134777313167238,22.0,4.909090909090909,30742,3,U,dhs_train/IA-2015-7-00030742.npz
IA-2015-7-00030744,IA,2015,28.013464646,94.264084988,20.0,2.127699815931104,20.0,4.7,30744,3,R,dhs_train/IA-2015-7-00030744.npz
IA-2015-7-00030745,IA,2015,27.088665941,93.624368839,15.0,2.488883298473214,15.0,4.8,30745,3,U,dhs_train/IA-2015-7-00030745.npz
IA-2015-7-00030746,IA,2015,28.092302849,94.649112411,21.0,2.1045061755755747,21.0,4.809523809523809,30746,3,R,dhs_train/IA-2015-7-00030746.npz
IA-2015-7-00030747,IA,2015,27.345031053,93.034946178,17.0,2.542422507759555,17.0,4.764705882352941,30747,3,U,dhs_train/IA-2015-7-00030747.npz
IA-2015-7-00030749,IA,2015,28.302989389,95.0613061,19.0,2.2579553054306536,19.0,5.0,30749,3,R,dhs_train/IA-2015-7-00030749.npz
IA-2015-7-00030750,IA,2015,28.791940853,95.902013404,20.0,2.466753424570987,20.0,5.0,30750,3,U,dhs_train/IA-2015-7-00030750.npz
IA-2015-7-00030751,IA,2015,27.475448548,96.125978868,22.0,-0.1771019672803043,22.0,2.727272727272727,30751,3,R,dhs_train/IA-2015-7-00030751.npz
IA-2015-7-00030752,IA,2015,27.520136405,91.687840382,20.0,0.827598122697899,20.0,5.0,30752,3,R,dhs_train/IA-2015-7-00030752.npz
IA-2015-7-00030757,IA,2015,27.256931809,93.149764768,22.0,0.3484223029221192,22.0,3.727272727272727,30757,3,R,dhs_train/IA-2015-7-00030757.npz
IA-2015-7-00030758,IA,2015,27.828266069,93.976824564,20.0,1.3650535897649925,20.0,4.6,30758,3,R,dhs_train/IA-2015-7-00030758.npz
IA-2015-7-00030759,IA,2015,27.932111634,96.15565241,20.0,2.612626662749534,20.0,5.0,30759,3,U,dhs_train/IA-2015-7-00030759.npz
IA-2015-7-00030760,IA,2015,27.583392551,91.92493666,20.0,1.86374129124537,20.0,5.0,30760,3,R,dhs_train/IA-2015-7-00030760.npz
IA-2015-7-00030761,IA,2015,27.826375998,95.165690072,20.0,1.523999507682429,20.0,4.5,30761,3,R,dhs_train/IA-2015-7-00030761.npz
IA-2015-7-00030762,IA,2015,26.740965148,95.452153436,21.0,0.5908612228652841,21.0,3.4761904761904763,30762,3,R,dhs_train/IA-2015-7-00030762.npz
IA-2015-7-00030767,IA,2015,28.524376121,95.229495814,21.0,2.29762865044869,21.0,4.809523809523809,30767,3,R,dhs_train/IA-2015-7-00030767.npz
